ann_term	sum	annotation
PF08548	0	Peptidase M10 serralysin C terminal
PF08550	1	Fungal protein of unknown function (DUF1752)
PF08551	80	Eukaryotic integral membrane protein (DUF1751)
PF08553	108	VID27 C-terminal WD40-like domain
PF08555	88	Eukaryotic family of unknown function (DUF1754)
PF08557	52	Sphingolipid Delta4-desaturase (DES)
PF08561	65	Mitochondrial ribosomal protein L37
PF08567	35	TFIIH p62 subunit, N-terminal domain
PF08568	103	Uncharacterised protein family, YAP/Alf4/glomulin
PF08569	210	Mo25-like
PF08571	94	Yos1-like
PF08572	67	pre-mRNA processing factor 3 (PRP3)
PF08573	32	DNA repair protein endonuclease SAE2/CtIP C-terminus
PF08574	43	Transcription factor Iwr1
PF08576	55	Eukaryotic protein of unknown function (DUF1764)
PF08577	12	PI31 proteasome regulator
PF08583	123	Cytochrome c oxidase biogenesis protein Cmc1 like
PF08585	121	RecQ mediated genome instability protein
PF08590	246	Domain of unknown function (DUF1771)
PF08596	43	Lethal giant larvae(Lgl) like, C-terminal
PF08597	76	Translation initiation factor eIF3 subunit
PF08598	1	Sds3-like
PF08601	1	Transcription factor PAP1
PF08603	74	Adenylate cyclase associated (CAP) C terminal
PF08606	73	Prp19/Pso4-like
PF08608	57	Wyosine base formation
PF08609	135	Nucleotide exchange factor Fes1
PF08610	67	Peroxisomal membrane protein (Pex16)
PF08612	65	TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF08613	367	Cyclin
PF08614	57	Autophagy protein 16 (ATG16)
PF08615	58	Ribonuclease H2 non-catalytic subunit (Ylr154p-like)
PF08616	57	Stabilization of polarity axis
PF08617	63	Kinase binding protein CGI-121
PF08619	5	Alkali metal cation/H+ antiporter Nha1 C terminus
PF08620	55	RPAP1-like, C-terminal
PF08621	57	RPAP1-like, N-terminal
PF08623	57	TATA-binding protein interacting (TIP20)
PF08625	56	Utp13 specific WD40 associated domain
PF08626	192	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit
PF08627	138	CRT-like, chloroquine-resistance transporter-like
PF08628	122	Sorting nexin C terminal
PF08631	57	Meiosis protein SPO22/ZIP4 like
PF08637	67	ATP synthase regulation protein NCA2
PF08638	61	Mediator complex subunit MED14
PF08640	55	U3 small nucleolar RNA-associated protein 6
PF08642	63	Histone deacetylation protein Rxt3
PF08644	104	FACT complex subunit (SPT16/CDC68)
PF08645	53	Polynucleotide kinase 3 phosphatase
PF08646	660	Replication factor-A C terminal domain
PF08648	50	U4/U6.U5 small nuclear ribonucleoproteins
PF08652	57	RAI1 like PD-(D/E)XK nuclease
PF08659	1	KR domain
PF08660	79	Oligosaccharide biosynthesis protein Alg14 like
PF08661	75	Replication factor A protein 3
PF08662	179	Eukaryotic translation initiation factor eIF2A
PF08669	81	Glycine cleavage T-protein C-terminal barrel domain
PF08670	250	MEKHLA domain
PF08672	58	Anaphase promoting complex (APC) subunit 2
PF08676	107	MutL C terminal dimerisation domain
PF08690	1	GET complex subunit GET2
PF08694	58	Ubiquitin-fold modifier-conjugating enzyme 1
PF08695	54	Cytochrome oxidase complex assembly protein 1
PF08696	57	DNA replication factor Dna2
PF08698	75	Fcf2 pre-rRNA processing
PF08699	625	Argonaute linker 1 domain
PF08700	253	Vps51/Vps67
PF08701	61	GNL3L/Grn1 putative GTPase
PF08704	68	tRNA methyltransferase complex GCD14 subunit
PF08711	539	TFIIS helical bundle-like domain
PF08712	70	Scaffold protein Nfu/NifU N terminal
PF08713	0	DNA alkylation repair enzyme
PF08718	323	Glycolipid transfer protein (GLTP)
PF08719	60	NADAR domain
PF08726	0	Ca2+ insensitive EF hand
PF08729	73	HPC2 and ubinuclein domain
PF08731	9	Transcription factor AFT
PF08737	53	Rgp1
PF08743	117	Nse4 C-terminal
PF08744	41	Plant transcription factor NOZZLE
PF08746	56	RING-like domain
PF08752	81	Coatomer gamma subunit appendage platform subdomain
PF08755	56	Hemimethylated DNA-binding protein YccV like
PF08766	415	DEK C terminal domain
PF08767	101	CRM1 C terminal
PF08768	52	Domain of unknown function (DUF1794)
PF08771	56	FKBP12-rapamycin binding domain
PF08772	59	Nin one binding (NOB1) Zn-ribbon like
PF08774	53	VRR-NUC domain
PF08777	74	RNA binding motif
PF08781	115	Transcription factor DP
PF08783	132	DWNN domain
PF08784	118	Replication protein A C terminal
PF08785	64	Ku C terminal domain like
PF08787	139	Alginate lyase
PF08790	58	LYAR-type C2HC zinc finger
PF08792	6	A2L zinc ribbon domain
PF08797	275	HIRAN domain
PF08799	120	pre-mRNA processing factor 4 (PRP4) like
PF08801	116	Nup133 N terminal like
PF08806	56	Sep15/SelM redox domain
PF08811	0	Protein of unknown function (DUF1800)
PF08825	53	E2 binding domain
PF08839	132	DNA replication factor CDT1 like
PF08840	3	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08843	0	Nucleotidyl transferase AbiEii toxin, Type IV TA system
PF08847	54	Chlororespiratory reduction 6
PF08879	898	WRC
PF08880	584	QLQ
PF08907	1	Domain of unknown function (DUF1853)
PF08911	68	NUP50 (Nucleoporin 50 kDa)
PF08920	64	Splicing factor 3B subunit 1
PF08934	3	Rb C-terminal domain
PF08956	1	Domain of unknown function (DUF1869)
PF08969	126	USP8 dimerisation domain
PF08991	42	Mature-T-Cell Proliferation I type
PF08996	60	DNA Polymerase alpha zinc finger
PF09011	42	HMG-box domain
PF09032	48	Siah interacting protein, N terminal
PF09059	1	TyeA
PF09066	127	Beta2-adaptin appendage, C-terminal sub-domain
PF09070	59	PFU (PLAA family ubiquitin binding)
PF09072	35	Translation machinery associated TMA7
PF09079	60	CDC6, C terminal winged helix domain
PF09084	1	NMT1/THI5 like
PF09088	58	MIF4G like
PF09090	57	MIF4G like
PF09103	56	BRCA2, oligonucleotide/oligosaccharide-binding, domain 1
PF09104	0	BRCA2, oligonucleotide/oligosaccharide-binding, domain 3
PF09110	81	HAND
PF09111	86	SLIDE
PF09115	1	DNA polymerase III, delta subunit, C terminal
PF09117	18	MiAMP1
PF09118	447	Domain of unknown function (DUF1929)
PF09127	55	Leukotriene A4 hydrolase, C-terminal
PF09133	112	SANTA (SANT Associated)
PF09138	60	Urm1 (Ubiquitin related modifier)
PF09139	64	Phosphatidate cytidylyltransferase, mitochondrial
PF09157	1	Pseudouridine synthase II TruB, C-terminal
PF09159	1	Mitochondrial resolvase Ydc2 / RNA splicing MRS1
PF09169	57	BRCA2, helical
PF09173	94	Initiation factor eIF2 gamma, C terminal
PF09174	62	Maf1 regulator
PF09177	231	Syntaxin 6, N-terminal
PF09179	2	TilS substrate binding domain
PF09180	140	Prolyl-tRNA synthetase, C-terminal
PF09184	54	PPP4R2
PF09186	0	Domain of unknown function (DUF1949)
PF09187	61	RNA-directed DNA methylation 1
PF09190	35	DALR domain
PF09192	74	Actin-fragmin kinase, catalytic
PF09202	65	Rio2, N-terminal
PF09220	1	L-A virus, major coat protein
PF09229	120	Activator of Hsp90 ATPase, N-terminal
PF09239	56	Topoisomerase VI B subunit, transducer
PF09243	111	Mitochondrial small ribosomal subunit Rsm22
PF09247	63	TATA box-binding protein binding
PF09253	42	Pollen allergen Ole e 6
PF09258	223	Glycosyl transferase family 64 domain
PF09261	256	Alpha mannosidase middle domain
PF09262	58	Peroxisome biogenesis factor 1, N-terminal
PF09265	465	Cytokinin dehydrogenase 1, FAD and cytokinin binding
PF09268	117	Clathrin, heavy-chain linker
PF09269	54	Domain of unknown function (DUF1967)
PF09273	366	Rubisco LSMT substrate-binding
PF09279	185	Phosphoinositide-specific phospholipase C, efhand-like
PF09280	195	XPC-binding domain
PF09282	56	Mago binding
PF09285	112	Elongation factor P, C-terminal
PF09295	2	ChAPs (Chs5p-Arf1p-binding proteins)
PF09296	62	NADH pyrophosphatase-like rudimentary NUDIX domain
PF09297	53	NADH pyrophosphatase zinc ribbon domain
PF09298	58	Fumarylacetoacetase N-terminal
PF09312	1	SurA N-terminal domain
PF09317	0	Domain of unknown function (DUF1974)
PF09320	112	Domain of unknown function (DUF1977)
PF09322	1	Domain of unknown function (DUF1979)
PF09324	235	Domain of unknown function (DUF1981)
PF09325	156	Vps5 C terminal like
PF09326	61	NADH-ubiquinone oxidoreductase subunit G, C-terminal
PF09328	126	Domain of unknown function (DUF1984)
PF09329	53	Primase zinc finger
PF09330	0	D-lactate dehydrogenase, membrane binding
PF09331	1429	Domain of unknown function (DUF1985)
PF09333	56	Autophagy-related protein C terminal domain
PF09334	251	tRNA synthetases class I (M)
PF09335	529	SNARE associated Golgi protein
PF09336	249	Vps4 C terminal oligomerisation domain
PF09339	2	IclR helix-turn-helix domain
PF09340	66	Histone acetyltransferase subunit NuA4
PF09341	63	Transcription factor Pcc1
PF09346	7	SMI1 / KNR4 family (SUKH-1)
PF09347	1	Domain of unknown function (DUF1989)
PF09348	59	Domain of unknown function (DUF1990)
PF09349	52	OHCU decarboxylase
PF09350	56	Domain of unknown function (DUF1992)
PF09351	1	Domain of unknown function (DUF1993)
PF09353	288	Domain of unknown function (DUF1995)
PF09355	1	Phage protein Gp19/Gp15/Gp42
PF09358	111	Ubiquitin fold domain
PF09360	50	Iron-binding zinc finger CDGSH type
PF09366	180	Protein of unknown function (DUF1997)
PF09368	65	Sas10 C-terminal domain
PF09369	60	Domain of unknown function (DUF1998)
PF09370	61	Phosphoenolpyruvate hydrolase-like
PF09377	73	SBDS protein C-terminal domain
PF09382	138	RQC domain
PF09383	0	NIL domain
PF09384	58	UTP15 C terminal
PF09402	52	Man1-Src1p-C-terminal domain
PF09405	113	CASC3/Barentsz eIF4AIII binding
PF09409	223	PUB domain
PF09411	0	Lipid A 3-O-deacylase (PagL)
PF09412	64	Endoribonuclease XendoU
PF09415	50	CENP-S associating Centromere protein X
PF09416	67	RNA helicase (UPF2 interacting domain)
PF09419	66	Mitochondrial PGP phosphatase
PF09420	95	Ribosome biogenesis protein Nop16
PF09423	53	PhoD-like phosphatase
PF09425	598	Jas motif
PF09429	56	WW domain binding protein 11
PF09430	61	Protein of unknown function (DUF2012)
PF09439	85	Signal recognition particle receptor beta subunit
PF09440	69	eIF3 subunit 6 N terminal domain
PF09445	99	RNA cap guanine-N2 methyltransferase
PF09446	62	VMA21-like domain
PF09451	55	Autophagy-related protein 27
PF09454	107	Vps23 core domain
PF09459	64	Ethylbenzene dehydrogenase
PF09465	20	Lamin-B receptor of TUDOR domain
PF09468	53	Ydr279p protein family (RNase H2 complex component) wHTH domain
PF09478	136	Carbohydrate binding domain CBM49
PF09495	50	Protein of unknown function (DUF2462)
PF09496	56	Cenp-O kinetochore centromere component
PF09497	64	Transcription mediator complex subunit Med12
PF09500	0	Putative thioesterase (yiiD_Cterm)
PF09507	58	DNA polymerase subunit Cdc27
PF09511	1	RNA ligase
PF09531	76	Nucleoporin protein Ndc1-Nup
PF09532	134	FDF domain
PF09543	1	Protein of unknown function (DUF2379)
PF09585	61	Conserved hypothetical protein (Lin0512_fam)
PF09588	105	YqaJ-like viral recombinase domain
PF09597	71	IGR protein motif
PF09598	147	Stm1
PF09637	0	Med18 protein
PF09649	56	Histone chaperone domain CHZ
PF09668	103	Aspartyl protease
PF09696	55	Ctf8
PF09697	0	Protein of unknown function (Porph_ging)
PF09713	394	Plant protein 1589 of unknown function (A_thal_3526)
PF09724	73	Sister chromatid cohesion protein Dcc1
PF09725	56	Folate-sensitive fragile site protein Fra10Ac1
PF09728	57	Myosin-like coiled-coil protein
PF09731	64	Mitochondrial inner membrane protein
PF09732	82	Cactus-binding C-terminus of cactin protein
PF09733	118	VEFS-Box of polycomb protein
PF09734	64	RNA polymerase III transcription factor (TF)IIIC subunit HTH domain
PF09735	63	Membrane-associated apoptosis protein
PF09736	67	Pre-mRNA-splicing factor of RES complex
PF09737	60	De-etiolated protein 1 Det1
PF09739	63	Mini-chromosome maintenance replisome factor
PF09740	57	Uncharacterized conserved protein (DUF2043)
PF09741	67	Uncharacterized conserved protein (DUF2045)
PF09742	73	Dyggve-Melchior-Clausen syndrome protein
PF09743	57	E3 UFM1-protein ligase 1
PF09745	68	Coiled-coil domain-containing protein 55 (DUF2040)
PF09746	57	Tumour-associated protein
PF09747	63	Coiled-coil domain containing protein (DUF2052)
PF09748	74	Transcription factor subunit Med10 of Mediator complex
PF09749	70	Uncharacterised conserved protein
PF09750	113	Alternative splicing regulator
PF09751	60	Nuclear protein Es2
PF09752	80	Abhydrolase domain containing 18
PF09753	100	Membrane fusion protein Use1
PF09754	56	PAC2 family
PF09756	52	DDRGK domain
PF09758	90	Uncharacterised conserved protein
PF09759	62	Spinocerebellar ataxia type 10 protein domain
PF09762	20	CCDC93, coiled-coil domain
PF09763	161	Exocyst complex component Sec3
PF09764	70	N-terminal glutamine amidase
PF09765	1	FANCL UBC-like domain 1
PF09766	66	Fms-interacting protein/Thoc5
PF09767	66	Predicted membrane protein (DUF2053)
PF09768	75	Peptidase M76 family
PF09770	7	Topoisomerase II-associated protein PAT1
PF09775	54	Keratinocyte-associated protein 2
PF09778	54	Guanylylate cyclase
PF09783	58	Vacuolar import and degradation protein
PF09784	14	Mitochondrial ribosomal protein L31
PF09785	91	Prp31 C terminal domain
PF09786	58	Cytochrome B561, N terminal
PF09787	103	Golgin subfamily A member 5
PF09790	115	Hyccin
PF09791	47	Oxidoreductase-like protein, N-terminal
PF09793	61	Anticodon-binding domain
PF09794	1	Transport protein Avl9
PF09797	56	N-acetyltransferase B complex (NatB) non catalytic subunit
PF09801	59	Integral membrane protein S linking to the trans Golgi network
PF09803	53	Pet100
PF09805	53	Nucleolar protein 12 (25kDa)
PF09807	66	Elongation complex protein 6
PF09808	72	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
PF09809	67	Mitochondrial ribosomal protein L27
PF09810	179	Exonuclease V - a 5' deoxyribonuclease
PF09811	124	Essential protein Yae1, N terminal
PF09814	66	HECT-like Ubiquitin-conjugating enzyme (E2)-binding
PF09816	76	RNA polymerase II transcription elongation factor
PF09820	1	Predicted AAA-ATPase
PF09822	0	ABC-type uncharacterized transport system
PF09831	0	Uncharacterized protein conserved in bacteria (DUF2058)
PF09835	41	Uncharacterized protein conserved in bacteria (DUF2062)
PF09848	1	Uncharacterized conserved protein (DUF2075)
PF09849	1	Uncharacterized protein conserved in bacteria (DUF2076)
PF09926	0	Uncharacterized small protein (DUF2158)
PF09976	0	Tetratricopeptide repeat-like domain
PF09986	0	Uncharacterized protein conserved in bacteria (DUF2225)
PF09991	46	Predicted membrane protein (DUF2232)
PF09994	0	Uncharacterized alpha/beta hydrolase domain (DUF2235)
PF09996	0	Uncharacterized protein conserved in bacteria (DUF2237)
PF10003	1	Integral membrane protein (DUF2244)
PF10005	1	zinc-ribbon domain
PF10018	61	Vitamin-D-receptor interacting Mediator subunit 4
PF10033	121	Autophagy-related protein 13
PF10043	1	Predicted periplasmic lipoprotein (DUF2279)
PF10044	28	Retinal tissue protein
PF10046	63	Biogenesis of lysosome-related organelles complex-1 subunit 2
PF10058	93	Predicted integral membrane zinc-ribbon metal-binding protein
PF10063	56	Uncharacterized integral membrane protein (DUF2301)
PF10075	195	CSN8/PSMD8/EIF3K family
PF10076	0	Uncharacterised protein conserved in bacteria (DUF2313)
PF10129	1	OpgC protein
PF10143	58	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PF10150	55	Ribonuclease E/G family
PF10151	100	TMEM214, C-terminal, caspase 4 activator
PF10152	9	Subunit CCDC53 of WASH complex
PF10153	62	rRNA-processing protein Efg1
PF10155	59	CCR4-NOT transcription complex subunit 11
PF10156	42	Subunit 17 of Mediator complex
PF10157	43	BLOC-1-related complex sub-unit 6
PF10159	53	Multiple myeloma tumor-associated
PF10160	88	Predicted membrane protein
PF10163	64	Transcription factor e(y)2
PF10167	58	BLOC-1-related complex sub-unit 8
PF10168	91	Nuclear pore component
PF10172	113	Det1 complexing ubiquitin ligase
PF10173	56	Mitochondrial K+-H+ exchange-related
PF10175	38	M-phase phosphoprotein 6
PF10178	55	Proteasome assembly chaperone 3
PF10181	55	GPI-GlcNAc transferase complex, PIG-H component
PF10183	1	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)
PF10184	330	Uncharacterized conserved protein (DUF2358)
PF10185	36	Chaperone for wingless signalling and trafficking of LDL receptor
PF10186	73	Vacuolar sorting 38 and autophagy-related subunit 14
PF10187	64	FAM192A/Fyv6, N-terminal domain
PF10189	57	Integrator complex subunit 3
PF10191	67	Golgi complex component 7 (COG7)
PF10193	58	Telomere length regulation protein
PF10197	123	N-terminal domain of CBF1 interacting co-repressor CIR
PF10198	23	Histone acetyltransferases subunit 3
PF10199	59	Alpha and gamma adaptin binding protein p34
PF10200	56	NADH:ubiquinone oxidoreductase, NDUFS5-15kDa
PF10203	47	Cytochrome c oxidase assembly protein PET191
PF10211	1	Axonemal dynein light chain
PF10213	56	Mitochondrial ribosomal subunit protein
PF10215	84	Oligosaccaryltransferase
PF10217	56	Uncharacterized conserved protein (DUF2039)
PF10218	59	Uncharacterized conserved protein (DUF2054)
PF10220	168	Smg8_Smg9
PF10225	119	NEMP family
PF10230	64	Lipid-droplet associated hydrolase
PF10234	2	Clusterin-associated protein-1
PF10235	52	Microtubule-associated protein CRIPT
PF10236	59	Mitochondrial ribosomal death-associated protein 3
PF10237	63	Probable N6-adenine methyltransferase
PF10238	52	E2F-associated phosphoprotein
PF10241	55	Uncharacterized conserved protein
PF10247	59	Reactive mitochondrial oxygen species modulator 1
PF10248	113	Myelodysplasia-myeloid leukemia factor 1-interacting protein
PF10249	44	NADH-ubiquinone oxidoreductase subunit 10
PF10250	1927	GDP-fucose protein O-fucosyltransferase
PF10251	58	Presenilin enhancer-2 subunit of gamma secretase
PF10252	82	Casein kinase substrate phosphoprotein PP28
PF10253	51	Mitotic checkpoint regulator, MAD2B-interacting
PF10255	63	RNA polymerase I-associated factor PAF67
PF10258	63	PHAX RNA-binding domain
PF10260	51	Uncharacterized conserved domain (SAYSvFN)
PF10262	86	Rdx family
PF10263	17	SprT-like family
PF10266	17	Hereditary spastic paraplegia protein strumpellin
PF10267	1	Predicted transmembrane and coiled-coil 2 protein
PF10268	46	Predicted transmembrane protein 161AB
PF10269	117	Transmembrane Fragile-X-F protein
PF10270	51	Membrane magnesium transporter
PF10273	120	Pre-rRNA-processing protein TSR2
PF10274	3	Parkin co-regulated protein
PF10275	118	Peptidase C65 Otubain
PF10276	57	Zinc-finger domain
PF10280	60	Mediator complex protein
PF10282	1	Lactonase, 7-bladed beta-propeller
PF10288	31	Cytoplasmic tRNA 2-thiolation protein 2
PF10291	52	Muniscin C-terminal mu homology domain
PF10294	714	Lysine methyltransferase
PF10296	9	Maintenance of mitochondrial morphology protein 1
