ann_term	sum	annotation
PF17496	2	Family of unknown function (DUF5431)
PF17500	1	Colicin-K immunity protein
PF17508	13	Microcin V bacteriocin
PF17511	1	Mobilization protein B
PF17516	80	ProQ C-terminal domain
PF17520	48	Family of unknown function (DUF5445)
PF17537	1	Family of unknown function (DUF5455)
PF17547	2	Family of unknown function (DUF5462)
PF17607	7	Family of unknown function (DUF5503)
PF17612	41	Family of unknown function (DUF5507)
PF17621	36	Family of unknown function (DUF5508)
